temperature C 	 humidity % 	 gyroX 	 gyroY 	 gyroZ 	 accelX 	 accelY 	 accelZ 	 accelTotal 	 pressureIMU 	 temperatureIMU 	 altitude 	
21	42	-0.18	-0.59	0.25	-0.25	-0.08	-9.52	255.07	21.25	23.89	23079.58	
21	42	-0.12	-0.39	0.45	-0.20	-0.07	-9.57	254.86	20.09	23.83	23305.94	
21	42	-0.11	-0.30	0.36	-0.06	-0.09	-9.43	254.86	18.96	23.82	23536.08	
21	42	-0.08	-0.46	0.30	-0.23	-0.01	-9.62	254.98	17.83	23.81	23776.86	
21	41	-0.02	-0.46	0.11	-0.16	-0.08	-9.36	254.62	16.96	23.81	23971.98	
21	41	-0.13	-0.39	0.19	-0.32	-0.17	-9.38	255.27	16.11	23.79	24170.59	
21	41	-0.39	-0.44	0.17	-0.38	-0.17	-9.40	254.96	15.22	23.80	24387.86	
21	41	-0.38	-0.29	0.60	-0.12	-0.06	-9.35	255.03	14.38	23.77	24601.08	
21	40	-0.43	-0.45	0.39	-0.27	-0.11	-9.26	254.76	13.60	23.73	24810.23	
21	40	-0.07	-0.29	0.11	-0.22	-0.08	-9.59	254.74	12.73	23.77	25054.41	
21	40	0.03	-0.31	0.23	-0.08	-0.11	-9.25	255.19	12.14	23.70	25228.02	
21	40	-0.13	-0.41	0.30	-0.27	-0.13	-9.39	255.30	11.54	23.69	25410.06	
21	39	-0.06	-0.27	0.38	-0.05	-0.11	-9.30	254.90	11.05	23.72	25566.30	
21	39	-0.32	-0.55	0.67	-0.32	-0.10	-9.32	254.61	10.36	23.66	25794.59	
21	39	-0.21	-0.33	0.39	-0.15	-0.14	-9.29	254.85	9.93	23.68	25943.54	
21	39	-0.06	-0.47	0.34	-0.34	-0.26	-9.53	254.66	9.41	23.67	26131.92	
21	39	-0.35	-0.57	0.17	-0.14	-0.12	-9.35	254.55	8.90	23.64	26321.63	
21	39	-0.24	-0.20	0.20	-0.04	-0.09	-9.47	254.67	8.44	23.61	26504.05	
21	38	0.05	-0.72	0.52	-0.13	-0.13	-9.43	254.65	8.07	23.62	26656.32	
21	38	-0.43	-0.17	0.37	-0.12	-0.06	-9.44	254.74	7.69	23.65	26815.66	
21	38	-0.12	-0.31	0.45	-0.10	-0.07	-9.45	254.95	7.43	23.63	26929.99	
21	38	0.11	-0.35	0.34	-0.32	-0.10	-9.54	254.75	7.14	23.58	27060.72	
21	37	-0.50	-0.40	0.40	-0.25	-0.17	-9.41	255.39	6.93	23.58	27161.35	
21	37	-0.37	-0.27	0.19	-0.36	-0.08	-9.56	254.40	6.81	23.52	27216.17	
21	37	-0.11	-0.52	0.19	-0.38	-0.17	-9.36	254.40	6.78	23.51	27231.61	
21	37	-0.58	-0.66	0.40	-0.24	-0.08	-9.53	254.37	6.79	23.51	27228.68	
21	37	-0.27	-0.60	0.02	-0.27	-0.06	-9.29	254.84	6.76	23.52	27242.87	
21	36	-0.39	-0.25	0.23	-0.08	-0.08	-9.47	255.11	6.75	23.51	27243.81	
21	36	-0.31	-0.38	0.32	-0.22	-0.05	-9.41	254.86	6.75	23.50	27246.28	
21	36	-0.15	-0.38	0.17	-0.33	-0.24	-9.34	255.20	6.74	23.48	27252.05	
21	35	0.10	-0.40	0.21	-0.16	-0.09	-9.51	254.99	6.74	23.49	27250.40	
21	35	-0.05	-0.21	0.27	-0.28	-0.11	-9.44	255.08	6.75	23.50	27247.34	
21	35	-0.11	-0.44	0.27	-0.28	-0.11	-9.41	255.23	6.70	23.42	27269.39	
21	34	0.07	-0.24	0.31	-0.32	-0.09	-9.59	254.74	6.70	23.42	27267.62	
21	34	-0.19	-0.31	0.30	-0.42	-0.20	-9.49	254.57	6.67	23.41	27286.70	
21	34	-0.06	-0.44	0.04	-0.29	-0.13	-9.35	254.72	6.68	23.36	27281.00	
21	33	0.23	-0.38	0.53	-0.26	-0.04	-9.45	254.45	6.66	23.37	27287.88	
21	33	-0.31	-0.43	0.39	-0.20	-0.18	-9.47	254.91	6.67	23.38	27283.85	
21	33	-0.17	-0.43	0.22	-0.21	-0.16	-9.36	255.00	6.65	23.33	27294.90	
21	32	-0.35	-0.38	0.17	-0.18	-0.11	-9.38	254.39	6.65	23.33	27294.90	
21	32	-0.07	-0.39	2.18	-0.33	-0.21	-9.37	255.16	6.64	23.32	27297.16	
21	32	-0.46	-0.60	0.23	-0.12	-0.13	-9.35	255.21	6.64	23.32	27297.88	
21	31	-0.26	-0.46	0.55	-0.32	-0.13	-9.48	254.92	6.64	23.31	27300.74	
21	31	-0.51	-0.46	0.14	-0.37	-0.10	-9.45	255.08	6.62	23.27	27310.05	
21	31	-2.06	-0.31	0.24	-0.19	-0.12	-9.44	255.63	6.62	23.29	27307.18	
21	30	-0.31	-0.33	0.15	-0.23	-0.06	-9.47	255.21	6.59	23.23	27324.05	
21	30	0.06	-0.17	0.15	-0.26	-0.11	-9.22	254.53	6.59	23.19	27321.65	
21	29	0.11	-0.44	0.25	-0.07	-0.05	-9.37	254.82	6.58	23.18	27330.05	
21	29	-0.08	-0.38	0.20	-0.21	-0.05	-9.39	254.81	6.57	23.21	27332.21	
21	29	-0.03	-0.40	0.42	-0.14	-0.17	-9.23	254.69	6.54	23.17	27347.62	
21	28	-0.07	-0.34	0.49	-0.07	-0.01	-9.47	254.76	6.56	23.18	27337.02	
21	28	-0.13	-0.36	0.45	-0.29	-0.17	-9.39	254.87	6.54	23.15	27345.81	
21	28	-0.34	-0.45	0.30	-0.03	-0.12	-9.39	254.92	6.52	23.11	27356.43	
21	28	-0.10	-0.38	0.23	-0.33	-0.12	-9.44	254.67	6.52	23.10	27358.24	
21	27	-0.53	-0.50	0.29	-0.22	-0.06	-9.44	255.06	6.51	23.09	27361.75	
21	27	-0.09	-0.35	0.13	-0.36	-0.12	-9.64	254.71	6.50	23.07	27368.29	
21	27	-0.18	-0.40	0.23	-0.33	-0.18	-9.32	254.99	6.49	23.05	27375.33	
21	28	-0.25	-0.50	0.46	-0.32	-0.09	-9.46	255.19	6.47	23.05	27380.68	
21	28	-0.36	-0.53	0.23	-0.22	-0.12	-9.31	254.48	6.45	22.99	27392.61	
21	28	-0.24	-0.52	0.39	-0.13	-0.09	-9.47	254.55	6.44	22.96	27399.21	
21	28	-0.03	-0.24	0.12	-0.32	-0.13	-9.34	254.38	6.43	22.99	27400.91	
21	27	-0.07	-0.46	0.31	-0.06	-0.03	-9.46	254.63	6.44	22.96	27397.98	
21	27	-0.24	-0.46	0.52	-0.27	-0.10	-9.39	255.26	6.43	22.94	27404.59	
21	27	-0.42	-0.44	0.38	-0.24	-0.07	-9.59	255.18	6.41	22.91	27413.53	
21	26	-0.40	-0.37	0.52	-0.19	-0.11	-9.46	255.06	6.42	22.93	27408.74	
21	26	0.10	-0.38	0.34	-0.22	-0.11	-9.51	254.92	6.37	22.85	27432.08	
21	26	-0.17	-0.17	0.35	-0.35	-0.14	-9.51	255.00	6.39	22.87	27425.56	
21	26	0.28	-0.22	0.38	-0.27	-0.28	-9.26	254.70	6.39	22.87	27424.94	
21	25	-0.18	-0.41	0.35	-0.34	-0.11	-9.52	255.20	6.36	22.85	27436.89	
21	25	-0.42	-0.52	0.51	-0.33	-0.15	-9.43	254.95	6.36	22.82	27435.66	
21	25	-0.17	-0.48	0.17	-0.28	-0.10	-9.57	255.13	6.34	22.79	27447.26	
21	25	-0.38	-0.36	0.63	-0.32	-0.20	-9.29	255.26	6.32	22.76	27457.42	
21	25	-0.23	-0.54	0.11	-0.19	-0.05	-9.47	254.64	6.32	22.77	27458.66	
21	24	-0.15	-0.57	0.52	-0.18	-0.16	-9.31	254.60	6.30	22.73	27467.72	
21	24	-0.04	-0.65	0.33	-0.16	-0.02	-9.53	254.67	6.32	22.76	27456.92	
21	24	-0.49	-0.61	0.47	-0.28	-0.10	-9.42	254.31	6.28	22.68	27479.30	
21	24	-0.24	-0.43	0.35	-0.12	-0.12	-9.49	254.36	6.26	22.66	27487.29	
21	23	1.94	-0.49	0.40	-0.32	-0.14	-9.29	254.44	6.26	22.64	27490.78	
21	23	-0.17	-0.36	0.37	-0.31	-0.12	-9.46	254.88	6.25	22.64	27493.28	
21	23	-0.25	-0.37	0.46	-0.23	-0.13	-9.43	254.61	6.25	22.64	27492.79	
21	23	0.00	-0.38	0.46	-0.19	-0.14	-9.37	254.56	6.23	22.60	27503.56	
21	23	0.04	-0.37	0.54	-0.13	-0.04	-9.54	254.52	6.20	22.56	27520.15	
21	22	-0.12	-0.42	0.28	-0.35	-0.19	-9.41	254.63	6.21	22.57	27515.87	
21	22	-0.17	-0.29	0.64	-0.26	-0.10	-9.59	254.73	6.20	22.54	27518.38	
21	22	0.04	-0.29	0.16	-0.32	-0.20	-9.45	255.04	6.18	22.52	27530.74	
21	22	-0.13	-0.44	0.36	-0.22	-0.10	-9.47	254.81	6.18	22.50	27531.88	
21	22	0.02	-0.38	0.60	-0.18	-0.11	-9.43	254.69	6.16	22.47	27542.88	
21	21	-0.02	-0.46	0.20	-0.36	-0.18	-9.40	254.51	6.16	22.47	27542.88	
21	21	-0.31	-0.37	0.33	-0.23	-0.09	-9.46	254.48	6.14	22.44	27551.00	
21	21	-0.08	-0.46	0.35	-0.39	-0.31	-9.51	254.11	6.13	22.42	27555.96	
21	21	0.31	-0.21	0.31	-0.19	-0.03	-9.53	254.61	6.13	22.42	27557.86	
21	21	-0.04	-0.25	0.33	-0.33	-0.17	-9.43	254.61	6.11	22.38	27568.30	
21	21	0.10	-0.43	0.12	-0.33	-0.14	-9.64	254.28	6.08	22.37	27581.46	
21	20	-0.03	-0.52	0.34	-0.19	-0.05	-9.48	254.19	6.09	22.33	27578.26	
21	20	-0.02	-0.46	0.22	-0.35	-0.13	-9.47	254.56	6.07	22.30	27588.89	
21	20	-0.21	-0.66	0.16	-0.20	-0.05	-9.62	253.94	6.06	22.27	27593.25	
21	20	0.02	-0.51	0.19	-0.16	-0.04	-9.46	254.48	6.04	22.29	27604.56	
21	20	-0.19	-0.67	0.33	-0.23	-0.16	-9.45	254.70	6.05	22.28	27598.25	
21	20	-0.35	-0.52	0.25	-0.25	-0.08	-9.59	253.93	6.03	22.24	27610.22	
21	20	-0.38	-0.39	0.44	-0.26	-0.15	-9.42	254.13	6.03	22.25	27607.13	
21	19	-0.21	-0.45	0.01	-0.35	-0.17	-9.41	254.09	5.98	22.15	27637.25	
21	19	0.10	-0.31	0.25	-0.34	-0.12	-9.53	254.16	5.98	22.15	27637.25	
21	19	-0.01	-0.32	0.11	-0.15	-0.01	-9.51	254.31	5.98	22.17	27632.71	
21	19	-0.04	-0.46	0.59	-0.21	-0.24	-9.29	254.59	5.97	22.15	27638.41	
21	18	0.03	-0.52	0.59	-0.32	-0.23	-9.27	254.09	5.94	22.08	27654.29	
21	18	-0.26	-0.52	0.24	-0.25	-0.11	-9.41	253.99	5.94	22.07	27658.20	
21	18	-0.06	-0.38	0.44	-0.14	-0.11	-9.42	254.05	5.92	22.08	27667.73	
21	17	-0.12	-0.26	0.34	-0.13	-0.05	-9.45	253.85	5.92	22.02	27665.77	
21	17	0.00	-0.39	-0.11	-0.29	-0.12	-9.49	254.31	5.88	22.03	27690.03	
21	17	-0.11	-0.52	0.31	-0.38	-0.11	-9.58	254.07	5.89	22.00	27682.40	
21	16	0.01	-0.43	0.46	-0.39	-0.16	-9.47	254.00	5.86	21.95	27698.98	
21	16	-0.07	-0.23	0.21	-0.11	-0.16	-9.42	253.97	5.87	21.97	27691.87	
21	15	-0.36	-0.49	0.38	-0.12	-0.06	-9.55	253.82	5.85	21.92	27706.63	
21	15	0.08	-0.49	0.13	-0.11	-0.08	-9.43	253.96	5.83	21.89	27716.28	
21	14	-0.03	-0.19	0.41	-0.28	-0.11	-9.39	253.98	5.81	21.87	27723.97	
21	14	-0.30	-0.51	0.01	-0.18	-0.09	-9.35	254.07	5.80	21.85	27730.35	
21	14	-0.19	-0.29	0.20	-0.11	-0.06	-9.49	253.90	5.76	21.83	27751.80	
21	13	-0.32	-0.26	0.25	-0.15	-0.14	-9.41	254.21	5.77	21.80	27746.06	
21	12	-0.31	-0.35	0.36	-0.33	-0.10	-9.44	254.35	5.76	21.75	27755.01	
21	12	-0.07	-0.54	0.87	-0.27	-0.11	-9.43	254.17	5.75	21.73	27759.02	
21	12	-0.04	-0.38	0.18	-0.18	-0.08	-9.57	254.11	5.74	21.73	27762.24	
21	11	-0.07	-0.39	0.56	-0.17	-0.13	-9.52	254.05	5.72	21.71	27773.24	
21	11	-0.06	-0.43	0.41	-0.21	-0.13	-9.44	253.38	5.71	21.68	27783.73	
21	10	0.10	-0.31	0.07	-0.23	-0.12	-9.42	254.36	5.70	21.66	27788.99	
21	10	-0.17	-0.37	0.50	-0.17	-0.13	-9.46	253.59	5.70	21.66	27788.99	
21	9	0.05	-0.45	0.47	-0.19	-0.12	-9.42	253.98	5.66	21.60	27808.74	
21	9	-0.19	-0.66	0.35	-0.12	-0.16	-9.37	254.26	5.63	21.55	27824.50	
21	8	-0.25	-0.30	0.41	-0.27	-0.16	-9.45	254.23	5.61	21.53	27834.45	
21	8	-0.22	-0.25	0.45	-0.22	-0.06	-9.50	254.08	5.61	21.50	27834.45	
21	7	-0.33	-0.75	0.21	-0.21	-0.16	-9.38	253.41	5.60	21.46	27844.43	
21	7	-0.25	-0.24	0.34	-0.23	-0.17	-9.47	253.70	5.60	21.46	27843.74	
21	7	0.05	-0.23	0.15	-0.28	-0.06	-9.57	253.60	5.57	21.42	27861.02	
21	6	-0.08	-0.32	0.29	-0.22	-0.03	-9.56	253.65	5.56	21.43	27863.08	
21	5	-0.17	-0.27	0.50	-0.11	-0.03	-9.58	253.69	5.56	21.42	27865.01	
21	5	0.05	-0.24	0.40	-0.22	-0.02	-9.54	253.32	5.52	21.35	27886.39	
21	5	-0.36	-0.66	0.38	-0.19	-0.07	-9.51	253.51	5.51	21.33	27893.03	
21	5	-0.45	-0.59	0.33	-0.21	-0.02	-9.51	253.49	5.49	21.30	27902.61	
21	5	-0.27	-0.64	0.14	-0.32	-0.11	-9.46	254.03	5.50	21.31	27900.53	
21	5	-0.30	-0.45	0.32	-0.18	-0.09	-9.48	253.35	5.47	21.27	27914.57	
21	5	0.02	-0.32	0.76	-0.28	-0.11	-9.56	253.20	5.44	21.24	27930.91	
21	5	-0.18	-0.34	0.29	-0.28	-0.17	-9.52	253.46	5.47	21.21	27917.36	
21	5	-0.22	-0.43	0.35	-0.23	-0.10	-9.48	253.62	5.43	21.19	27939.04	
21	5	-0.04	-0.13	0.26	-0.21	-0.01	-9.60	253.60	5.40	21.18	27957.45	
20	5	-0.25	-0.38	0.33	-0.21	-0.08	-9.43	253.70	5.39	21.16	27961.68	
20	5	-0.11	-0.41	0.25	-0.23	-0.11	-9.48	253.62	5.37	21.09	27973.13	
20	5	-0.09	-0.43	0.08	-0.30	-0.03	-9.53	253.22	5.36	21.08	27977.37	
20	5	-0.45	-0.71	0.54	-0.21	-0.07	-9.58	254.04	5.35	21.06	27982.19	
20	5	0.06	-0.40	0.43	-0.38	-0.12	-9.49	254.01	5.34	21.04	27989.72	
20	5	-0.04	-0.34	0.10	-0.14	-0.05	-9.61	254.01	5.33	21.02	27996.54	
20	5	-0.11	-0.31	0.31	-0.12	-0.09	-9.47	253.61	5.32	20.99	28004.81	
20	5	-0.30	-0.17	0.47	-0.34	-0.10	-9.50	253.77	5.29	20.95	28017.24	
20	5	-0.21	-0.12	0.50	-0.23	-0.05	-9.58	253.63	5.31	20.97	28010.38	
20	5	1.79	-0.38	0.08	-0.26	-0.02	-9.63	253.91	5.28	20.94	28024.98	
20	5	0.04	-0.11	0.49	-0.31	-0.14	-9.46	253.67	5.27	20.89	28031.87	
20	5	-0.06	-0.31	0.49	-0.33	-0.20	-9.50	252.96	5.26	20.88	28040.35	
20	5	-0.21	-0.54	0.60	-0.35	-0.17	-9.70	253.05	5.26	20.84	28039.49	
20	5	-0.16	-0.50	0.44	-0.32	-0.04	-9.51	253.50	5.23	20.84	28056.95	
20	5	-0.06	-0.48	0.25	-0.23	-0.13	-9.39	253.50	5.19	20.76	28080.88	
20	5	0.00	-0.54	0.33	-0.44	-0.23	-9.37	253.25	5.18	20.76	28082.92	
20	5	-0.03	-0.12	0.64	-0.32	-0.12	-9.49	253.86	5.18	20.76	28083.65	
20	5	-0.25	-0.37	0.37	-0.30	-0.09	-9.43	253.72	5.18	20.75	28085.83	
20	5	-0.08	-0.58	0.26	-0.26	-0.18	-9.39	253.71	5.16	20.72	28095.02	
20	5	-0.17	-0.77	0.11	-0.20	-0.13	-9.47	253.03	5.14	20.67	28111.86	
20	5	-0.12	-0.53	0.23	-0.19	-0.02	-9.61	253.51	5.13	20.66	28116.26	
20	5	0.00	-0.49	0.24	-0.20	-0.07	-9.52	253.25	5.11	20.63	28127.59	
20	5	-0.05	-0.53	0.32	-0.18	-0.08	-9.45	253.57	5.10	20.62	28134.07	
20	5	-0.13	-0.49	0.50	-0.26	-0.11	-9.51	253.57	5.12	20.61	28119.79	
20	5	-0.16	-0.34	0.38	-0.12	-0.06	-9.59	253.34	5.05	20.59	28161.18	
20	5	-0.31	-0.57	0.44	-0.05	-0.05	-9.60	253.72	5.06	20.54	28159.10	
20	5	0.00	-0.55	0.38	-0.36	-0.17	-9.48	253.43	5.03	20.53	28173.38	
20	5	-0.17	-0.26	0.21	-0.32	-0.22	-9.48	253.32	5.04	20.49	28169.06	
20	5	-0.31	-0.67	0.38	-0.10	-0.05	-9.49	253.34	5.04	20.50	28169.81	
20	5	-0.12	-0.52	0.60	-0.18	-0.12	-9.40	253.66	5.02	20.47	28180.54	
20	5	-0.13	-0.71	0.19	-0.35	-0.20	-9.53	253.49	5.02	20.48	28179.20	
20	5	-0.04	-0.42	0.45	-0.23	-0.09	-9.48	252.92	5.00	20.43	28195.81	
20	5	-0.35	-0.45	0.55	-0.21	-0.07	-9.49	253.54	4.99	20.41	28200.76	
20	5	-0.21	-0.53	0.23	-0.32	-0.07	-9.53	253.35	4.96	20.36	28218.98	
19	5	-0.06	-0.18	0.40	-0.35	-0.11	-9.54	253.46	4.95	20.34	28225.63	
19	5	-0.09	-0.17	0.36	-0.21	-0.09	-9.58	253.63	4.94	20.33	28230.62	
19	5	-0.17	-0.63	0.64	-0.32	-0.09	-9.56	253.18	4.93	20.31	28235.77	
19	5	-0.22	-0.38	0.45	-0.32	-0.04	-9.51	253.85	4.92	20.28	28246.24	
19	5	-0.26	-0.45	0.46	-0.26	-0.13	-9.45	253.15	4.92	20.26	28242.44	
19	5	-0.10	-0.20	0.31	-0.23	-0.08	-9.50	253.27	4.90	20.22	28257.05	
19	5	0.13	-0.58	0.47	-0.30	-0.11	-9.44	253.17	4.87	20.20	28277.69	
19	5	-0.29	-0.52	0.38	-0.28	-0.20	-9.42	252.54	4.87	20.18	28277.07	
19	5	-0.10	-0.37	0.72	-0.16	-0.16	-9.47	253.19	4.86	20.18	28283.66	
19	5	-0.20	-0.31	0.42	-0.27	-0.09	-9.49	253.16	4.84	20.15	28295.66	
19	5	0.02	-0.34	0.31	-0.13	-0.05	-9.65	253.28	4.83	20.13	28299.97	
19	5	-0.22	-0.34	0.30	-0.24	-0.06	-9.57	253.51	4.82	20.12	28305.37	
19	5	-0.22	-0.17	0.23	-0.25	-0.11	-9.46	253.02	4.80	20.08	28317.90	
19	5	-0.25	-0.48	0.26	-0.14	-0.10	-9.47	253.07	4.79	20.07	28322.40	
19	5	-0.07	-0.35	0.72	-0.24	-0.05	-9.52	253.45	4.78	20.04	28334.51	
19	5	-0.31	-0.38	0.38	-0.32	-0.08	-9.54	252.91	4.78	20.02	28332.96	
19	5	-0.11	-0.36	0.59	-0.24	-0.12	-9.35	253.05	4.74	20.03	28357.61	
19	5	0.14	-0.25	0.25	-0.35	-0.21	-9.47	253.23	4.78	20.01	28334.51	
19	5	-0.04	-0.42	0.57	-0.35	-0.14	-9.53	253.11	4.73	20.00	28362.31	
19	5	-0.14	-0.29	0.33	-0.33	-0.17	-9.64	253.10	4.74	19.96	28356.21	
19	5	-0.14	-0.45	0.38	-0.16	-0.04	-9.63	252.95	4.73	19.95	28364.51	
19	5	-0.52	-0.57	0.47	-0.14	-0.05	-9.55	253.46	4.71	19.92	28375.03	
19	5	-0.12	-0.44	0.37	-0.16	-0.10	-9.38	253.36	4.70	19.90	28384.16	
19	5	-0.17	-0.42	0.45	-0.11	-0.07	-9.38	253.01	4.68	19.87	28396.33	
19	5	-0.12	-0.61	0.46	-0.18	-0.06	-9.51	253.38	4.68	19.86	28397.91	
19	5	0.10	-0.39	0.38	-0.27	-0.09	-9.49	253.37	4.68	19.86	28397.91	
19	5	-0.28	-0.62	0.72	-0.25	-0.11	-9.43	253.11	4.66	19.83	28411.70	
19	5	0.05	-0.50	0.39	-0.32	-0.21	-9.46	253.12	4.65	19.81	28415.36	
19	5	-0.12	-0.38	0.41	-0.24	-0.12	-9.55	252.55	4.65	19.78	28413.13	
19	5	-0.11	-0.53	0.45	-0.23	-0.05	-9.81	253.06	4.61	19.73	28443.92	
19	5	-0.03	-0.46	0.58	-0.16	-0.10	-9.61	253.18	4.63	19.77	28430.17	
19	5	-0.17	-0.17	0.37	-0.11	-0.03	-9.47	253.03	4.59	19.72	28451.62	
19	5	-0.08	-0.35	0.60	-0.27	-0.03	-9.54	252.96	4.58	19.71	28460.14	
19	5	-0.23	-0.43	0.73	-0.32	-0.08	-9.59	253.48	4.56	19.70	28471.74	
18	5	-0.25	-0.40	0.36	-0.14	-0.05	-9.69	253.51	4.56	19.66	28473.36	
18	5	-0.33	-0.39	0.35	-0.24	-0.09	-9.35	253.65	4.59	19.70	28457.73	
18	5	-0.17	-0.32	0.27	-0.14	-0.07	-9.47	253.51	4.54	19.62	28486.62	
18	5	-0.14	-0.58	0.51	-0.13	0.02	-9.66	253.34	4.55	19.64	28481.28	
18	5	-0.12	-0.47	0.50	-0.25	-0.11	-9.47	252.48	4.51	19.56	28509.22	
18	5	-0.02	-0.49	0.49	-0.30	-0.18	-9.23	253.37	4.51	19.56	28510.03	
18	5	-0.07	-0.34	0.57	-0.32	-0.16	-9.38	253.07	4.48	19.51	28528.18	
18	5	0.17	-0.47	0.40	-0.35	-0.09	-9.61	252.86	4.52	19.57	28502.21	
18	5	-0.24	-0.26	0.40	-0.28	-0.19	-9.56	252.70	4.49	19.52	28521.79	
18	5	-0.11	-0.49	0.89	-0.27	-0.19	-9.43	253.13	4.48	19.51	28529.82	
18	5	-0.12	-0.44	0.42	-0.27	-0.21	-9.38	253.42	4.47	19.50	28532.77	
18	5	-0.30	-0.42	0.49	-0.15	-0.03	-9.64	252.59	4.47	19.47	28537.53	
18	5	-0.15	-0.25	0.26	-0.21	-0.05	-9.67	253.03	4.44	19.44	28552.68	
18	5	0.06	-0.52	0.52	-0.13	-0.13	-9.51	253.10	4.45	19.47	28544.77	
18	5	-0.10	-0.46	0.52	-0.09	-0.08	-9.47	252.46	4.42	19.41	28566.89	
18	5	0.04	-0.31	0.26	-0.15	-0.01	-9.60	253.44	4.43	19.42	28562.26	
18	5	-0.14	-0.53	0.48	-0.12	-0.01	-9.68	252.95	4.42	19.40	28570.20	
18	5	-0.38	-0.51	0.47	-0.19	-0.03	-9.44	253.10	4.40	19.36	28584.49	
18	5	-0.15	-0.28	0.13	-0.24	-0.06	-9.47	253.01	4.39	19.35	28588.48	
18	5	0.06	-0.58	0.57	-0.33	-0.08	-9.58	253.48	4.39	19.36	28586.98	
18	5	-0.04	-0.39	0.46	-0.24	0.05	-9.61	253.41	4.35	19.33	28615.06	
18	5	0.01	-0.55	0.31	-0.19	-0.12	-9.37	253.69	4.39	19.31	28591.81	
18	5	-0.11	-0.46	0.35	-0.34	-0.05	-9.61	253.07	4.36	19.30	28611.88	
18	5	-0.03	-0.30	0.13	-0.20	-0.01	-9.75	252.92	4.35	19.28	28617.58	
18	5	-0.25	-0.45	0.41	-0.26	-0.09	-9.45	253.55	4.32	19.23	28636.77	
18	5	-0.40	-0.53	0.60	-0.17	-0.03	-9.61	253.68	4.33	19.24	28632.89	
18	5	-0.28	-0.52	0.47	-0.27	-0.07	-9.58	253.19	4.32	19.23	28636.77	
18	5	-0.40	-0.35	0.67	-0.35	-0.11	-9.51	253.49	4.32	19.24	28633.73	
18	5	-0.04	-0.47	0.38	-0.26	-0.05	-9.63	253.78	4.30	19.20	28647.41	
18	5	-0.05	-0.40	0.10	-0.22	-0.01	-9.59	253.11	4.29	19.17	28660.47	
18	5	0.02	-0.31	0.26	-0.24	-0.01	-9.62	253.66	4.28	19.16	28663.87	
17	5	0.01	-0.37	0.37	-0.26	-0.08	-9.47	253.83	4.25	19.10	28687.40	
17	5	-0.14	-0.33	0.37	-0.37	-0.05	-9.68	252.90	4.26	19.12	28680.22	
17	5	-0.29	-0.37	0.58	-0.32	-0.18	-9.57	253.48	4.24	19.12	28694.08	
17	5	-0.04	-0.41	0.49	-0.33	-0.14	-9.56	253.87	4.24	19.08	28689.11	
17	5	-0.24	-0.28	0.62	-0.32	-0.17	-9.35	253.64	4.21	19.06	28711.44	
17	5	-0.04	-0.52	0.88	-0.17	-0.12	-9.51	254.02	4.23	19.05	28697.34	
17	5	0.00	-0.46	0.37	-0.15	-0.12	-9.81	253.08	4.21	19.00	28714.71	
17	5	0.07	-0.33	0.35	-0.21	-0.01	-9.73	253.75	4.18	18.99	28732.16	
17	5	0.00	-0.38	0.57	-0.16	-0.01	-9.55	253.76	4.18	18.97	28737.88	
17	5	-0.26	-0.57	0.22	-0.32	-0.13	-9.31	253.57	4.18	18.99	28731.29	
17	5	-0.11	-0.45	0.43	-0.32	-0.12	-9.59	253.65	4.17	18.96	28742.04	
17	5	-0.28	-0.65	0.72	-0.28	-0.21	-9.54	252.78	4.15	18.92	28757.18	
17	5	-0.16	-0.34	0.70	-0.23	-0.10	-9.69	253.27	4.14	18.90	28766.44	
17	5	-0.12	-0.39	0.67	-0.09	-0.02	-9.48	253.10	4.11	18.86	28783.26	
17	5	-0.22	-0.39	0.26	-0.19	-0.09	-9.45	253.51	4.11	18.86	28781.50	
17	5	-0.03	-0.37	0.55	-0.28	-0.10	-9.57	253.63	4.11	18.85	28781.50	
17	5	-0.36	-0.38	0.78	-0.25	-0.01	-9.85	253.26	4.10	18.79	28792.58	
17	5	-0.15	-0.52	0.24	-0.21	-0.07	-9.46	252.89	4.10	18.80	28790.82	
17	5	-0.25	-0.31	0.09	-0.20	-0.09	-9.45	253.31	4.07	18.78	28811.11	
17	5	-0.16	-0.41	0.23	-0.27	-0.11	-9.54	253.58	4.07	18.77	28811.11	
17	5	-0.08	-0.27	0.39	-0.14	-0.09	-9.55	252.79	4.06	18.76	28822.10	
17	5	-0.17	-0.34	0.36	-0.02	-0.01	-9.56	252.58	4.04	18.73	28835.80	
17	5	-0.11	-0.45	0.70	-0.32	-0.17	-9.34	253.47	4.05	18.75	28828.86	
17	5	-0.08	-0.43	0.20	-0.39	-0.13	-9.63	253.31	4.02	18.69	28852.05	
17	5	-0.04	-0.53	0.35	-0.17	-0.10	-9.47	253.55	4.03	18.71	28842.57	
17	5	0.22	-0.15	0.45	-0.24	-0.17	-9.39	253.20	4.02	18.69	28852.95	
17	5	-0.06	-0.35	0.39	-0.43	-0.23	-9.48	253.49	4.01	18.69	28854.73	
17	5	-0.20	-0.58	0.53	-0.26	-0.16	-9.54	252.85	4.00	18.67	28862.26	
17	5	0.15	-0.16	0.42	-0.23	-0.10	-9.56	252.79	4.00	18.66	28861.54	
17	5	-0.02	-0.27	0.36	-0.27	-0.07	-9.47	253.03	3.99	18.66	28869.27	
17	5	0.11	-0.29	0.48	-0.07	-0.03	-9.49	253.36	3.99	18.66	28869.99	
